n_cyanos,co2,light,SucRatio,Nsample,a,mu
406, 69.56552173913043, 0.8528429565217391, 0.6588628762541806,14903, 2.161100620427641, 3.3719513208583254
493, 73.91330434782608, 0.6421408260869566, 0.10367892976588629,16654, 5.693426186744938,6.51786112
990, 2.3421137123745814, 0.33110434782608694, 0.6789297658862876,9741, 3.7660557585160405e-06,0.000538897
580,91.30443478, 0.37458256521739125,0.076923077,15252, 6.368132515978061, 6.996611086385397
596,40.13437793,0.745819652, 0.9765886287625418,6364,0.551462559, 1.6229010417056355
757, 18.39546488294314, 0.5953181304347827, 0.4916387959866221,165,0.414188065, 1.901231213420458
730, 75.91997324414716, 0.5518399130434782, 0.36454849498327757,1800, 2.131106250734383, 3.490059904314143
389, 81.93997993311037, 0.8996656521739131, 0.5852842809364549,9401, 2.9398248016106323, 3.8023579394976714
850, 17.057685618729096, 0.18394730434782608,0.093645485,1110, 0.6705537241495273, 1.9818966238911007
18, 83.27775919732441, 0.5785957391304348,0.003344482,13192, 113.4601876514625, 87.83668719349018
519, 17.72657525083612, 0.8160536956521739, 0.6521739130434783,1356, 0.43123600751768204, 1.5259101545921334
75, 66.88996321070235,0.307693, 0.7324414715719063,11796, 10.71695820504798, 8.924117791830916
676, 45.15105016722407, 0.3478267391304347, 0.1705685618729097,15469, 2.1281751006999032, 3.6356371501904166
727, 58.52884280936455, 0.46822795652173904, 0.2608695652173913,13384, 1.9636899231935279, 3.3278517338073605
590, 32.44214715719063,0.668896652, 0.9364548494983278,6042, 0.46917062985616576, 1.6417378745900413
900,93.97999331, 0.7324417391304348, 0.35785953177257523,14459, 2.0664664841047284, 3.3840453680549234
610, 24.415471571906355, 0.22408104347826086, 0.9364548494983278,4978, 0.3782852745189516, 1.6966944668319115
566, 20.736578595317727, 0.4448166086956521, 0.3612040133779264,18113, 0.6898415428739022, 1.8176766020461814
807, 23.74658193979933, 0.016723391304347825, 0.5953177257525084,13159, 0.39513413367079214, 1.6939407393725832
412, 46.48882943143812, 0.5016727391304348, 0.8862876254180602,14378, 0.9687666644868066, 1.822353645494717
189, 21.40546822742475, 0.7625420434782608, 0.5484949832775919,18311, 1.752138635747722, 3.0099134755673775
419, 80.26775585284281, 0.1939807391304348, 0.9933110367892977,11182, 1.6523536917479216, 2.5408932679039617
997, 55.85328428093644, 0.6822745652173913, 0.6153846153846154,16183, 0.6422076339700875, 1.6854237994257333
389, 53.17772575250835, 0.8227426521739131, 0.41471571906354515,15383, 2.476649792731001, 3.7227374696548075
680, 23.74658193979933,0.515050652, 0.5852842809364549,19346, 0.4502852430108648, 1.763147451098198
312, 90.30110033444817, 0.16722491304347825, 0.5551839464882943,1605, 4.416391415037749, 4.944516175942103
613, 98.99666555183947, 0.33779330434782606,0.066889632,11283, 6.800789224697315, 7.355533763928539
429, 46.48882943143812, 0.6187294782608697, 0.1939799331103679,3744, 3.134380672256961,4.272656129
436,94.31443813, 0.20401417391304347, 0.9163879598662208,17543, 2.0469248419739405, 2.9194785361854896
152, 36.78992976588628, 0.6220739565217391, 0.4916387959866221,11077, 4.107870516743764, 4.795677074627487
576, 88.96332107023412, 0.13712460869565216, 0.1806020066889632,2963, 4.739065007827676, 5.613905370780968
292, 36.45548494983277, 0.15050252173913045, 0.5852842809364549,17157, 1.791886547115066, 3.000984439288019
402, 49.49883277591973, 0.14381356521739128,0.882943144,3915, 1.1322985564077348, 1.9667031714274996
25, 84.28109364548494, 0.7023414347826087, 0.45819397993311034,14982, 59.26973430618449, 43.268005431175965
453,59.86662207, 0.48160586956521734, 0.10033444816053512,238, 5.000932650032416, 5.916456475431797
686, 56.52217391304347, 0.43478317391304344, 0.5986622073578596,6473, 1.0834575037471603, 2.1145291808196793
339, 2.6765585284280933, 0.7525086086956522, 0.3177257525083612,1767, 0.14455205880617816, 1.5098119684237508
